step,wallclock_s,n_sched,lambda_disc_active,gamma_disc,gamma_disc_active,target_rhs,sigma,sigma_pi,L_R,L_A,L_C,L_V_total,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,L_lg_raw,lg_min,lg_median,lg_degen_frac,grad_norm_pi,grad_leak_VS_from_Lpi,proj_mag_ema,sigma_pin_counter,abs_action_mean,abs_action_max,satfrac_a_phi
35400,1228.5130784511566,70,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004394869785755873,0.0,0.0,0.004394869785755873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465230830013752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35600,1234.7889115810394,71,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00498442817479372,0.0,0.0,0.00498442817479372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053778622299432755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35800,1238.295670747757,71,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0047587258741259575,0.0,0.0,0.0047587258741259575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03896743059158325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36000,1241.785322189331,71,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004431474022567272,0.0,0.0,0.004431474022567272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03495936468243599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36200,1266.5301306247711,72,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004921025596559048,0.0,0.0,0.004921025596559048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022117797285318375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36400,1270.0255930423737,72,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004748702514916658,0.0,0.0,0.004748702514916658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059838272631168365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36600,1276.1220915317535,73,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004928809590637684,0.0,0.0,0.004928809590637684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027464693412184715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36800,1279.6161077022552,73,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004979399032890797,0.0,0.0,0.004979399032890797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02451413683593273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37000,1283.117116689682,73,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004541818518191576,0.0,0.0,0.004541818518191576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05204850062727928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37200,1289.286041021347,74,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005139721557497978,0.0,0.0,0.005139721557497978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04310423508286476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37400,1292.7908098697662,74,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0050680916756391525,0.0,0.0,0.0050680916756391525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375791221857071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37600,1317.7397599220276,75,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0051806531846523285,0.0,0.0,0.0051806531846523285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037090618163347244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37800,1321.2361323833466,75,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004723662044852972,0.0,0.0,0.004723662044852972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025062929838895798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38000,1324.7335867881775,75,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004430427215993404,0.0,0.0,0.004430427215993404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05249449238181114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38200,1330.7507104873657,76,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0046835774555802345,0.0,0.0,0.0046835774555802345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04149691015481949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38400,1334.2470519542694,76,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004665806889533997,0.0,0.0,0.004665806889533997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03628448396921158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38600,1340.2702405452728,77,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004802011884748936,0.0,0.0,0.004802011884748936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028305470943450928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38800,1343.764983177185,77,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004476964473724365,0.0,0.0,0.004476964473724365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030149230733513832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39000,1347.2585940361023,77,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004567284137010574,0.0,0.0,0.004567284137010574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050884224474430084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39200,1372.0488243103027,78,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004781691823154688,0.0,0.0,0.004781691823154688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037092000246047974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39400,1375.5473682880402,78,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004672899842262268,0.0,0.0,0.004672899842262268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03256523981690407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39600,1381.5997531414032,79,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004821283742785454,0.0,0.0,0.004821283742785454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026039309799671173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39800,1385.101470708847,79,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004847549367696047,0.0,0.0,0.004847549367696047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07856026291847229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40000,1388.599051952362,79,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004493524320423603,0.0,0.0,0.004493524320423603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04304717853665352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40200,1394.7144649028778,80,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004676510579884052,0.0,0.0,0.004676510579884052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06893453001976013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40400,1398.213151216507,80,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004812890663743019,0.0,0.0,0.004812890663743019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03396773710846901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40600,1423.1580233573914,81,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004720922559499741,0.0,0.0,0.004720922559499741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05769883096218109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40800,1426.6510319709778,81,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00468292273581028,0.0,0.0,0.00468292273581028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03824865445494652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41000,1430.146499633789,81,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004335795994848013,0.0,0.0,0.004335795994848013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03731368109583855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41200,1436.3067820072174,82,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004784052260220051,0.0,0.0,0.004784052260220051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04010707139968872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41400,1439.818957567215,82,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004568877164274454,0.0,0.0,0.004568877164274454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05287537723779678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41600,1445.9595453739166,83,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0049605052918195724,0.0,0.0,0.0049605052918195724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08155377954244614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800,1449.466946363449,83,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004693412687629461,0.0,0.0,0.004693412687629461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03220682963728905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42000,1452.9723024368286,83,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004474683664739132,0.0,0.0,0.004474683664739132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04401300847530365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42200,1477.778493642807,84,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004478988703340292,0.0,0.0,0.004478988703340292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04560457542538643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42400,1481.296091079712,84,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004291158635169268,0.0,0.0,0.004291158635169268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043526336550712585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42600,1487.3212258815765,85,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004624879453331232,0.0,0.0,0.004624879453331232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03503037989139557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42800,1490.7618708610535,85,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00451863557100296,0.0,0.0,0.00451863557100296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03443687781691551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43000,1494.2216820716858,85,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004424149636179209,0.0,0.0,0.004424149636179209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05303032323718071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43200,1500.9469363689423,86,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004323730245232582,0.0,0.0,0.004323730245232582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03399115800857544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43400,1504.459742307663,86,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004266390576958656,0.0,0.0,0.004266390576958656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03981684148311615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43600,1529.591049194336,87,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004821492359042168,0.0,0.0,0.004821492359042168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05812862515449524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43800,1533.094539642334,87,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004374150186777115,0.0,0.0,0.004374150186777115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241265192627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44000,1536.6003923416138,87,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00428736861795187,0.0,0.0,0.00428736861795187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023179564625024796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44200,1542.92742395401,88,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004769509192556143,0.0,0.0,0.004769509192556143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04180314764380455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44400,1546.432157278061,88,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004364446736872196,0.0,0.0,0.004364446736872196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024707360193133354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44600,1552.7929055690765,89,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004770298488438129,0.0,0.0,0.004770298488438129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04063018783926964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44800,1556.222460269928,89,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004386457614600658,0.0,0.0,0.004386457614600658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407498359680176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000,1559.6492011547089,89,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004420080222189426,0.0,0.0,0.004420080222189426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02252579666674137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45200,1585.1521801948547,90,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004697236232459545,0.0,0.0,0.004697236232459545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045465100556612015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45400,1588.6630895137787,90,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0046455152332782745,0.0,0.0,0.0046455152332782745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07572158426046371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45600,1594.8080656528473,91,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004580337088555098,0.0,0.0,0.004580337088555098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041908878833055496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45800,1598.3166408538818,91,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004794119857251644,0.0,0.0,0.004794119857251644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026608018204569817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46000,1601.8203618526459,91,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004551193676888943,0.0,0.0,0.004551193676888943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04917403683066368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46200,1608.0490455627441,92,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004820837639272213,0.0,0.0,0.004820837639272213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018670428544282913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46400,1611.5458710193634,92,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004295364487916231,0.0,0.0,0.004295364487916231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03274263069033623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46600,1636.9990892410278,93,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004780715797096491,0.0,0.0,0.004780715797096491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039267104119062424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46800,1640.4952385425568,93,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004868485499173403,0.0,0.0,0.004868485499173403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07063869386911392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47000,1644.01198387146,93,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004318642430007458,0.0,0.0,0.004318642430007458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03683063015341759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47200,1650.0662596225739,94,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0046800654381513596,0.0,0.0,0.0046800654381513596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04328882321715355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47400,1653.5685188770294,94,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004215352237224579,0.0,0.0,0.004215352237224579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024489309638738632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47600,1659.9572377204895,95,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004598303698003292,0.0,0.0,0.004598303698003292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06899500638246536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47800,1663.45174574852,95,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004714581649750471,0.0,0.0,0.004714581649750471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04836239665746689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48000,1666.9430828094482,95,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004073914606124163,0.0,0.0,0.004073914606124163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023291081190109253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48200,1691.8913669586182,96,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004628129303455353,0.0,0.0,0.004628129303455353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07636356353759766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48400,1695.3876662254333,96,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004394227638840675,0.0,0.0,0.004394227638840675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03450183570384979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48600,1701.488469362259,97,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004615764133632183,0.0,0.0,0.004615764133632183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02924044243991375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48800,1704.98659491539,97,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004464864730834961,0.0,0.0,0.004464864730834961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02802933007478714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49000,1708.4771418571472,97,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004230149555951357,0.0,0.0,0.004230149555951357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056081801652908325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49200,1714.7201354503632,98,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004565376788377762,0.0,0.0,0.004565376788377762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03852175921201706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49400,1718.2153995037079,98,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004408177919685841,0.0,0.0,0.004408177919685841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04022131487727165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49600,1743.1347756385803,99,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004622575826942921,0.0,0.0,0.004622575826942921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030572669580578804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49800,1746.6493744850159,99,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004438562318682671,0.0,0.0,0.004438562318682671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045784659683704376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50000,1750.1663196086884,99,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0042047156020998955,0.0,0.0,0.0042047156020998955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04142696037888527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
