step,wallclock_s,n_sched,lambda_disc_active,gamma_disc,gamma_disc_active,target_rhs,sigma,sigma_pi,L_R,L_A,L_C,L_V_total,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,L_lg_raw,lg_min,lg_median,lg_degen_frac,grad_norm_pi,grad_leak_VS_from_Lpi,proj_mag_ema,sigma_pin_counter,abs_action_mean,abs_action_max,satfrac_a_phi
17000,584.9246847629547,33,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006104790605604649,0.0,0.0,0.006104790605604649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0998523011803627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17200,590.8423471450806,34,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0063840895891189575,0.0,0.0,0.0063840895891189575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07978098839521408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17400,594.336861371994,34,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005851637106388807,0.0,0.0,0.005851637106388807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030699778348207474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17600,600.527702331543,35,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006349584087729454,0.0,0.0,0.006349584087729454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313667394220829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17800,604.0434095859528,35,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006031859200447798,0.0,0.0,0.006031859200447798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07166990637779236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,607.5601320266724,35,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006285680457949638,0.0,0.0,0.006285680457949638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09122788161039352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18200,632.2787415981293,36,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006025718990713358,0.0,0.0,0.006025718990713358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05049440637230873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18400,635.7875888347626,36,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006214371882379055,0.0,0.0,0.006214371882379055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08896686136722565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18600,641.9997487068176,37,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0060487850569188595,0.0,0.0,0.0060487850569188595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024074748158454895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18800,645.5012173652649,37,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005727481096982956,0.0,0.0,0.005727481096982956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03298823907971382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19000,649.0113980770111,37,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005832829512655735,0.0,0.0,0.005832829512655735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02456357143819332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19200,655.1687550544739,38,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005992129445075989,0.0,0.0,0.005992129445075989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03581148013472557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19400,658.6664199829102,38,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005791401024907827,0.0,0.0,0.005791401024907827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06897436827421188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19600,683.5348565578461,39,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005833476781845093,0.0,0.0,0.005833476781845093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029278472065925598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19800,687.032440662384,39,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005803273990750313,0.0,0.0,0.005803273990750313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021514296531677246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20000,690.5480651855469,39,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005355105735361576,0.0,0.0,0.005355105735361576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036142006516456604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200,696.5167586803436,40,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005870768800377846,0.0,0.0,0.005870768800377846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037363819777965546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20400,700.011837720871,40,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0057341428473591805,0.0,0.0,0.0057341428473591805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054856088012456894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20600,706.0204026699066,41,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006014456041157246,0.0,0.0,0.006014456041157246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025617601349949837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20800,709.5201303958893,41,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005543808452785015,0.0,0.0,0.005543808452785015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01758873462677002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21000,713.0199019908905,41,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005524429492652416,0.0,0.0,0.005524429492652416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04893794283270836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21200,737.982901096344,42,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005648191086947918,0.0,0.0,0.005648191086947918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298465546220541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21400,741.4787528514862,42,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005345413461327553,0.0,0.0,0.005345413461327553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020888423547148705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600,747.5247464179993,43,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0058573465794324875,0.0,0.0,0.0058573465794324875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02768457680940628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21800,751.0158338546753,43,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005626701284199953,0.0,0.0,0.005626701284199953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029922818765044212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000,754.5072045326233,43,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005485694855451584,0.0,0.0,0.005485694855451584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05628078430891037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22200,760.7875158786774,44,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005609598476439714,0.0,0.0,0.005609598476439714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03921608254313469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22400,764.2840592861176,44,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00554913142696023,0.0,0.0,0.00554913142696023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05698629096150398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22600,788.9753112792969,45,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005921830423176289,0.0,0.0,0.005921830423176289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021937046200037003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22800,792.4731688499451,45,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005639148410409689,0.0,0.0,0.005639148410409689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030370203778147697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,795.9712269306183,45,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005586070474237204,0.0,0.0,0.005586070474237204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04428331181406975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23200,802.0763034820557,46,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005983590614050627,0.0,0.0,0.005983590614050627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07502822577953339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23400,805.5723040103912,46,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005622806493192911,0.0,0.0,0.005622806493192911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08513413369655609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23600,811.7502295970917,47,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005814416334033012,0.0,0.0,0.005814416334033012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05026152357459068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23800,815.2632880210876,47,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005522995255887508,0.0,0.0,0.005522995255887508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02339325100183487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24000,818.7595951557159,47,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005711273290216923,0.0,0.0,0.005711273290216923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11383955925703049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24200,843.7565832138062,48,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005672945640981197,0.0,0.0,0.005672945640981197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044528886675834656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24400,847.2524800300598,48,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00527133047580719,0.0,0.0,0.00527133047580719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023967161774635315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24600,853.2929508686066,49,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.006124783307313919,0.0,0.0,0.006124783307313919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050051357597112656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24800,856.8034389019012,49,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005487177520990372,0.0,0.0,0.005487177520990372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025184620171785355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25000,860.300763130188,49,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005210141651332378,0.0,0.0,0.005210141651332378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04368197172880173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25200,866.3977007865906,50,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005192049313336611,0.0,0.0,0.005192049313336611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039913881570100784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25400,869.9051961898804,50,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005300210323184729,0.0,0.0,0.005300210323184729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034835685044527054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25600,894.8601875305176,51,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005595716647803783,0.0,0.0,0.005595716647803783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027941996231675148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25800,898.3533358573914,51,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005462079308927059,0.0,0.0,0.005462079308927059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03500189259648323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000,901.8507437705994,51,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004960068501532078,0.0,0.0,0.004960068501532078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04784763231873512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26200,907.8545780181885,52,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005158399697393179,0.0,0.0,0.005158399697393179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022868921980261803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26400,911.3671772480011,52,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005003743804991245,0.0,0.0,0.005003743804991245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029046352952718735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26600,917.5176515579224,53,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0053334916010499,0.0,0.0,0.0053334916010499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05046483501791954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26800,921.0113000869751,53,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005149397067725658,0.0,0.0,0.005149397067725658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04398443177342415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000,924.5039110183716,53,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005119013134390116,0.0,0.0,0.005119013134390116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05223558098077774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27200,949.3388798236847,54,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005153880920261145,0.0,0.0,0.005153880920261145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029028495773673058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27400,952.8442072868347,54,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005370779428631067,0.0,0.0,0.005370779428631067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060385603457689285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27600,958.9902079105377,55,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0055579692125320435,0.0,0.0,0.0055579692125320435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05334452539682388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27800,962.4898221492767,55,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00494270958006382,0.0,0.0,0.00494270958006382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739358082413673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28000,965.9881591796875,55,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004963666200637817,0.0,0.0,0.004963666200637817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018959643319249153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28200,972.168684720993,56,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005347268655896187,0.0,0.0,0.005347268655896187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029356280341744423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28400,975.6837048530579,56,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005109237041324377,0.0,0.0,0.005109237041324377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021548887714743614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28600,1000.5225651264191,57,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0055882567539811134,0.0,0.0,0.0055882567539811134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10318141430616379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28800,1004.0356822013855,57,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00511572789400816,0.0,0.0,0.00511572789400816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042526502162218094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29000,1007.5499186515808,57,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005105528514832258,0.0,0.0,0.005105528514832258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07954900711774826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29200,1013.5731711387634,58,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005010971333831549,0.0,0.0,0.005010971333831549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03835973143577576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29400,1017.0858912467957,58,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004952512681484222,0.0,0.0,0.004952512681484222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142338156700134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29600,1023.2420525550842,59,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005179727450013161,0.0,0.0,0.005179727450013161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05162118747830391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29800,1026.739901304245,59,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005066058598458767,0.0,0.0,0.005066058598458767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027279574424028397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000,1030.2322120666504,59,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004781210795044899,0.0,0.0,0.004781210795044899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032567884773015976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30200,1055.0410759449005,60,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005074998363852501,0.0,0.0,0.005074998363852501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022801093757152557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30400,1058.55193400383,60,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005172234494239092,0.0,0.0,0.005172234494239092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031566739082336426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30600,1064.7216284275055,61,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0050825513899326324,0.0,0.0,0.0050825513899326324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027925699949264526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30800,1068.222591161728,61,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004708383232355118,0.0,0.0,0.004708383232355118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05699069797992706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31000,1071.7234470844269,61,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.00448942743241787,0.0,0.0,0.00448942743241787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017517412081360817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31200,1077.92800283432,62,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0047870539128780365,0.0,0.0,0.0047870539128780365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02945571579039097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31400,1081.4438173770905,62,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004738534800708294,0.0,0.0,0.004738534800708294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052372194826602936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31600,1106.0761663913727,63,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005111828446388245,0.0,0.0,0.005111828446388245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037986595183610916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31800,1109.5740849971771,63,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005008644424378872,0.0,0.0,0.005008644424378872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024309329688549042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32000,1113.0723450183868,63,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005224691703915596,0.0,0.0,0.005224691703915596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343124195933342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32200,1119.1883590221405,64,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004912502598017454,0.0,0.0,0.004912502598017454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01986551657319069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32400,1122.6944329738617,64,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004870032891631126,0.0,0.0,0.004870032891631126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030259856954216957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32600,1128.8649621009827,65,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005349733866751194,0.0,0.0,0.005349733866751194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029882751405239105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32800,1132.3758234977722,65,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005029693711549044,0.0,0.0,0.005029693711549044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047783881425857544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33000,1135.8716020584106,65,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005074446555227041,0.0,0.0,0.005074446555227041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048929885029792786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33200,1160.7208709716797,66,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005155411548912525,0.0,0.0,0.005155411548912525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02899808995425701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33400,1164.2269186973572,66,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004796892870217562,0.0,0.0,0.004796892870217562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04063950106501579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33600,1170.1997137069702,67,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005093542393296957,0.0,0.0,0.005093542393296957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028881749138236046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33800,1173.7123296260834,67,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005156153813004494,0.0,0.0,0.005156153813004494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338611990213394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34000,1177.2230927944183,67,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004989815875887871,0.0,0.0,0.004989815875887871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040014419704675674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34200,1183.3267335891724,68,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005194933619350195,0.0,0.0,0.005194933619350195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05217820405960083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34400,1186.8359451293945,68,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.0047282143495976925,0.0,0.0,0.0047282143495976925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04133164882659912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34600,1211.9900698661804,69,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.005167689174413681,0.0,0.0,0.005167689174413681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04261752590537071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34800,1215.482629776001,69,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004932116717100143,0.0,0.0,0.004932116717100143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036372072994709015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35000,1218.974123954773,69,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004453693982213736,0.0,0.0,0.004453693982213736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035018596798181534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35200,1225.000146150589,70,1.0258658877510114,0.95,0.95,0.0,0.0,0.0,0.004457269329577684,0.0,0.0,0.004457269329577684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037032660096883774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
