step,wallclock_s,schedule_step,lambda_disc_active,gamma_disc_active,target_rhs_active,sigma,sigma_pi,rho_unsafe_v,rho_unsafe_pi,collect_proj_mag,collect_infeasible,L_R,L_V_total,value_target_unsafe_frac,rho_unsafe_label,label_mean,tail_push_mean,tail_exceed_frac,loss_pi_b,recovery_residual_norm,L_feas_raw,L_feas_weighted,gate_active_frac,gate_n_constructed,gate_n_kept,gate_doomed_frac,lg_norm_gate_mean,lg_norm_gate_p50,injected_fraction_actual,injected_target_mean,injected_target_unsafe_frac,L_sobolev_raw,L_sobolev_weighted,sob_grad_label_v_frac,sob_grad_label_v_mean,sob_dhdv_pred_mean,sob_v_spline_mean,sob_gate_mean,sob_gate_frac_active,sob_gate_dhdv_pred,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,grad_norm_pi,grad_leak_VS_from_Lpi,abs_action_mean,abs_action_max,satfrac_a_phi,L_rate_raw,L_rate_weighted,mean_abs_du,L_u_raw,L_u_weighted,L_deficit,mean_deficit_active,deficit_active_frac,deficit_clip_frac,mean_abs_deficit_feature,L_friction,proj_mag_bptt,probe_h_min,probe_h_max,probe_h_mean
6200,2793.1860954761505,4200,0.996647474957515,0.9513888888888888,0.0064285714285714285,0.3810419494582205,0.0,0.19289340101522842,0.14761904761904762,0.0,0.0,0.009063970297574997,0.009063970297574997,0.039469401041666664,0.039469401041666664,-0.702314297358195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.64547729492188,150.8492889404297,2.043930768966675,0.0,0.03214304894208908,0.022469285875558853,153.4312286376953,0.09005098789930344,40.51124954223633,0.0,3.0135581493377686,19.6200008392334,0.21747234463691711,10.30576229095459,0.0,1.295143961906433,148.3677215576172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6924549341201782,-0.911777138710022,0.5069550275802612,-0.5817645788192749
6400,2923.0186574459076,4400,0.9690476677189348,0.9527027027027027,0.012857142857142857,0.373140359386044,0.0,0.19402985074626866,0.17647058823529413,0.0,0.0,0.009296461939811707,0.009296461939811707,0.042317708333333336,0.042317708333333336,-0.6983804305394491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.3795166015625,149.33978271484375,1.8168903589248657,0.0,0.03136352822184563,0.01617145910859108,159.0644073486328,0.09287822246551514,99.34757995605469,0.0,3.003567695617676,19.6200008392334,0.19362793862819672,9.585247039794922,0.0,1.2216870784759521,147.26608276367188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6493342518806458,-0.9311075210571289,0.44205617904663086,-0.6039535403251648
6600,3052.7987129688263,4600,0.9429355685140391,0.9539473684210527,0.019285714285714288,0.36600917434590474,0.0,0.1111111111111111,0.17142857142857143,0.0,0.0,0.009118481539189816,0.009118481539189816,0.03857421875,0.03857421875,-0.7018745342890421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.40911865234375,153.1588897705078,1.8599659204483032,0.0,0.02753072790801525,0.015931569039821625,155.2853546142578,0.06481263041496277,115.10711669921875,0.0,3.0401103496551514,19.6200008392334,0.20195314288139343,9.15595531463623,0.0,1.2005480527877808,151.5123748779297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5888291001319885,-0.9049521684646606,0.5304183959960938,-0.5778640508651733
6800,3182.3789122104645,4800,0.9181940260815571,0.9551282051282052,0.025714285714285714,0.359573279847179,0.0,0.17857142857142858,0.15458937198067632,0.0,0.0,0.009561475366353989,0.009561475366353989,0.042561848958333336,0.042561848958333336,-0.6948264837265015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.576171875,150.94078063964844,2.2846016883850098,0.0,0.03028380684554577,0.022935299202799797,150.3888397216797,0.08470677584409714,57.456233978271484,0.0,3.0207903385162354,19.6200008392334,0.21914876997470856,11.416959762573242,0.0,1.393470287322998,148.03646850585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7523820400238037,-0.9113584756851196,0.6329370737075806,-0.5738955140113831
7000,3312.0573587417603,5000,0.8947178768278282,0.95625,0.03214285714285714,0.35376488506207904,0.0,0.11764705882352941,0.17972350230414746,0.0,0.0,0.009868275374174118,0.009868275374174118,0.038899739583333336,0.038899739583333336,-0.6935739715894064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.891357421875,151.00851440429688,2.425638198852539,0.0,0.03030380792915821,0.018943365663290024,155.7203369140625,0.07591910660266876,51.07002639770508,0.0,3.02811336517334,19.6200008392334,0.21477866172790527,10.731868743896484,0.0,1.36293363571167,149.21009826660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7004845142364502,-0.9170170426368713,0.6139040589332581,-0.576358437538147
7200,3442.259080886841,5200,0.8724124495178082,0.9573170731707317,0.038571428571428576,0.34852280876852637,0.0,0.21875,0.1187214611872146,0.0,0.0,0.009834889322519302,0.009834889322519302,0.043050130208333336,0.043050130208333336,-0.6906451185544332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.35397338867188,148.77037048339844,2.443126916885376,0.0,0.03195933997631073,0.018115783110260963,152.07418823242188,0.0790489912033081,39.75705337524414,0.0,3.0066330432891846,19.6200008392334,0.20893555879592896,11.25836181640625,0.0,1.396054744720459,146.19808959960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701910674571991,-0.9057450890541077,0.5673863887786865,-0.5683741569519043
7400,3571.963517189026,5400,0.8511922883759178,0.9583333333333334,0.045000000000000005,0.34379183491359505,0.0,0.15306122448979592,0.14,0.0,0.0,0.010411906987428665,0.010411906987428665,0.041910807291666664,0.041910807291666664,-0.6886563301086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.2816162109375,147.27195739746094,2.57488751411438,0.0,0.03261723741889,0.019576210528612137,152.9412078857422,0.07468529045581818,116.48849487304688,0.0,2.99130916595459,19.6200008392334,0.20747071504592896,10.998045921325684,0.0,1.4071528911590576,144.9969482421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015831470489502,-0.9043986797332764,0.5467943549156189,-0.5762202739715576
7600,3712.988070487976,5600,0.8309800582574478,0.9593023255813954,0.05142857142857143,0.33952213100951956,0.0,0.19289340101522842,0.13953488372093023,0.0,0.0,0.010505791753530502,0.010505791753530502,0.044108072916666664,0.044108072916666664,-0.6877473394076029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.74737548828125,152.0660400390625,2.484891653060913,0.0,0.03064727783203125,0.012765523046255112,158.63365173339844,0.08395742624998093,62.1382942199707,0.0,3.0347301959991455,19.6200008392334,0.2095947414636612,10.504146575927734,0.0,1.3778125047683716,150.23812866210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6914277672767639,-0.8960610628128052,0.5818594694137573,-0.5686354041099548
7800,3843.490370988846,5800,0.8117056023015665,0.9602272727272727,0.05785714285714285,0.3356687232360914,0.0,0.15577889447236182,0.18309859154929578,0.0,0.0,0.01072525791823864,0.01072525791823864,0.040201822916666664,0.040201822916666664,-0.6928874651590983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.40219116210938,152.54794311523438,2.3818607330322266,0.0,0.031019434332847595,0.0113318907096982,156.3022003173828,0.07234856486320496,85.13663482666016,0.0,3.0257041454315186,19.6200008392334,0.2092692106962204,10.255066871643066,0.0,1.3168692588806152,150.13108825683594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6501033306121826,-0.8899310827255249,0.5903916358947754,-0.564445972442627
8000,3973.9069952964783,6000,0.7933051278486281,0.9611111111111111,0.06428571428571428,0.3321910227205725,0.0,0.14720812182741116,0.1598173515981735,0.0,0.0,0.01067698560655117,0.01067698560655117,0.041829427083333336,0.041829427083333336,-0.6870201826095581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.20849609375,153.1011199951172,2.3113839626312256,0.0,0.040024712681770325,0.012051906436681747,160.13833618164062,0.10583609342575073,51.55888366699219,0.0,3.0426857471466064,19.6200008392334,0.22064617276191711,9.51909351348877,0.0,1.2619352340698242,150.81898498535156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591580867767334,-0.8981357216835022,0.5809275507926941,-0.5531054139137268
8200,4104.28165769577,6200,0.7757205007031307,0.9619565217391304,0.07071428571428572,0.32905239800531666,0.0,0.16019417475728157,0.16279069767441862,0.0,0.0,0.010782444849610329,0.010782444849610329,0.04345703125,0.04345703125,-0.6826886137326559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.3248748779297,149.72689819335938,2.163156747817993,0.0,0.02748812921345234,0.012984558939933777,143.05889892578125,0.09324730932712555,27.093017578125,0.0,3.0071167945861816,19.6200008392334,0.19724121689796448,8.669307708740234,0.0,1.217286467552185,147.29681396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546696126461029,-0.88905930519104,0.5502196550369263,-0.554275393486023
8400,4234.604220628738,6400,0.7588986312824697,0.9627659574468085,0.07714285714285715,0.32621978919979827,0.0,0.18041237113402062,0.14622641509433962,0.0,0.0,0.011217273771762848,0.011217273771762848,0.04541015625,0.04541015625,-0.6794862747192383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.997314453125,150.00286865234375,2.1811442375183105,0.0,0.0279973316937685,0.009047743864357471,145.74627685546875,0.08707217872142792,42.67012405395508,0.0,3.010793924331665,19.6200008392334,0.19802246987819672,8.962282180786133,0.0,1.2298023700714111,147.72488403320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5420312285423279,-0.8920141458511353,0.5687215924263,-0.5520391464233398
8600,4364.78618812561,6600,0.7427909389891353,0.9635416666666666,0.08357142857142857,0.32366335975281796,0.0,0.17412935323383086,0.16585365853658537,0.0,0.0,0.01130571961402893,0.01130571961402893,0.044270833333333336,0.044270833333333336,-0.6821872591972351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.2205810546875,149.95387268066406,2.403212547302246,0.0,0.03426520898938179,0.0129042137414217,150.9967498779297,0.07120319455862045,50.10096740722656,0.0,3.0064570903778076,19.6200008392334,0.19986166059970856,9.326623916625977,0.0,1.2421677112579346,147.8638916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5661512017250061,-0.8953534960746765,0.5078437328338623,-0.547473669052124
8800,4494.916778564453,6800,0.7273528834174966,0.9642857142857143,0.09000000000000001,0.3213561821769182,0.0,0.12682926829268293,0.16981132075471697,0.0,0.0,0.011763900518417358,0.011763900518417358,0.04833984375,0.04833984375,-0.6786324381828308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7434844970703,156.42481994628906,2.361218214035034,0.0,0.03745764121413231,0.012751685455441475,159.84213256835938,0.11136534065008163,41.483455657958984,0.0,3.0530588626861572,19.6200008392334,0.21548666059970856,10.008262634277344,0.0,1.2709290981292725,153.91091918945312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6046186685562134,-0.8934628367424011,0.6028941869735718,-0.5511189699172974
9000,4625.271191596985,7000,0.7125435528630232,0.965,0.09642857142857142,0.31927395441466866,0.0,0.16346153846153846,0.18446601941747573,0.0,0.0,0.011092675849795341,0.011092675849795341,0.045654296875,0.045654296875,-0.6810229420661926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.53729248046875,153.84188842773438,2.5731277465820312,0.0,0.03919083625078201,0.010562295094132423,161.529052734375,0.09390558302402496,47.832679748535156,0.0,3.019563913345337,19.6200008392334,0.21346843242645264,10.647186279296875,0.0,1.3373613357543945,149.95362854003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657969951629639,-0.8726638555526733,0.5861772298812866,-0.5486535429954529
9200,4768.237453222275,7200,0.6983253021245575,0.9656862745098039,0.10285714285714286,0.31739474385923844,0.0,0.13875598086124402,0.12796208530805686,0.0,0.0,0.01147461961954832,0.01147461961954832,0.04541015625,0.04541015625,-0.6781540711720785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.47122192382812,153.6475067138672,2.4678030014038086,0.0,0.03977590426802635,0.012584855780005455,158.4439239501953,0.10386522859334946,72.9315185546875,0.0,3.03220534324646,19.6200008392334,0.20901693403720856,9.845998764038086,0.0,1.290651559829712,151.12364196777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5727849006652832,-0.8855372667312622,0.6197643280029297,-0.5432907938957214
9400,4900.263908624649,7400,0.6846634328448442,0.9663461538461539,0.10928571428571429,0.3156987563329627,0.0,0.13043478260869565,0.13452914798206278,0.0,0.0,0.012285800650715828,0.012285800650715828,0.049397786458333336,0.049397786458333336,-0.6710478663444519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.61529541015625,153.05838012695312,2.525156259536743,0.0,0.03462589532136917,0.013841889798641205,151.55950927734375,0.08596071600914001,35.092708587646484,0.0,3.024843454360962,19.6200008392334,0.21311035752296448,10.407167434692383,0.0,1.3281649351119995,149.97567749023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646104097366333,-0.897670328617096,0.5178395509719849,-0.5551145076751709
9600,5031.960213661194,7600,0.6715259106720864,0.9669811320754716,0.1157142857142857,0.31416812759049884,0.0,0.12857142857142856,0.17050691244239632,0.0,0.0,0.011817453429102898,0.011817453429102898,0.048746744791666664,0.048746744791666664,-0.6715920766194662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.37966918945312,153.48329162597656,2.6657330989837646,0.0,0.0424770712852478,0.015132536180317402,146.367431640625,0.08351370692253113,38.96161651611328,0.0,3.043701410293579,19.6200008392334,0.23810222744941711,10.194737434387207,0.0,1.3261425495147705,151.22171020507812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5985504388809204,-0.8647271394729614,0.512073278427124,-0.542722761631012
9800,5163.604367733002,7800,0.6588831143870806,0.9675925925925926,0.12214285714285714,0.31278673515042515,0.0,0.13488372093023257,0.1542056074766355,0.0,0.0,0.01207734551280737,0.01207734551280737,0.048990885416666664,0.048990885416666664,-0.6676738858222961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.83529663085938,151.6983184814453,2.6688191890716553,0.0,0.039260074496269226,0.011173728853464127,155.72970581054688,0.10674132406711578,67.64366912841797,0.0,3.0198421478271484,19.6200008392334,0.21482747793197632,9.914767265319824,0.0,1.3032280206680298,149.5036163330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5835842490196228,-0.8852264285087585,0.4691556990146637,-0.5418418645858765
10000,5295.086755275726,8000,0.6467076128587292,0.9681818181818181,0.12857142857142856,0.3115400284732587,0.0,0.18009478672985782,0.1318181818181818,0.0,0.0,0.011920413002371788,0.011920413002371788,0.0458984375,0.0458984375,-0.6710265676180521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.68365478515625,151.68695068359375,2.6275227069854736,0.0,0.04276236146688461,0.012054270133376122,151.57713317871094,0.09258115291595459,72.88868713378906,0.0,3.0108959674835205,19.6200008392334,0.21172690391540527,10.476207733154297,0.0,1.323057770729065,149.08001708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237918138504028,-0.8862652778625488,0.563431441783905,-0.5460063815116882
10200,5426.60215139389,8200,0.634973966291606,0.96875,0.135,0.31041487569711596,0.0,0.1791044776119403,0.15668202764976957,0.0,0.0,0.01226776372641325,0.01226776372641325,0.048095703125,0.048095703125,-0.6687437097231547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.30580139160156,153.6058349609375,2.7664005756378174,0.0,0.046636566519737244,0.014181569218635559,163.31362915039062,0.0921100378036499,57.309722900390625,0.0,3.047335386276245,19.6200008392334,0.2238769680261612,10.644290924072266,0.0,1.3613002300262451,151.6092529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6207372546195984,-0.8844726085662842,0.5548890233039856,-0.5383429527282715
10400,5558.100243806839,8400,0.6236585487337587,0.9692982456140351,0.14142857142857143,0.30939942531664716,0.0,0.16908212560386474,0.1951219512195122,0.0,0.0,0.01229015737771988,0.01229015737771988,0.0478515625,0.0478515625,-0.6657353838284811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.38192749023438,152.46127319335938,2.8252034187316895,0.0,0.04865018650889397,0.013638444244861603,158.34024047851562,0.09461653232574463,49.06562805175781,0.0,3.023522138595581,19.6200008392334,0.22099611163139343,10.774056434631348,0.0,1.3607600927352905,149.98324584960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648022472858429,-0.878920316696167,0.4976791441440582,-0.5404108166694641
10600,5700.778630495071,8600,0.612739389237796,0.9698275862068966,0.14785714285714285,0.30848298134827407,0.0,0.14634146341463414,0.15492957746478872,0.0,0.0,0.012097042053937912,0.012097042053937912,0.04931640625,0.04931640625,-0.6631971796353658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.93515014648438,150.21429443359375,3.118802070617676,0.0,0.052807360887527466,0.01500570960342884,157.81504821777344,0.08181321620941162,98.89218139648438,0.0,3.0097267627716064,19.6200008392334,0.22246909141540527,11.302918434143066,0.0,1.442826509475708,147.8531951904297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6632488965988159,-0.8850668668746948,0.5016827583312988,-0.5372289419174194
10800,5832.737374782562,8800,0.602196029427409,0.9703389830508474,0.1542857142857143,0.3076558906668173,0.0,0.15196078431372548,0.18536585365853658,0.0,0.0,0.012897315435111523,0.012897315435111523,0.048665364583333336,0.048665364583333336,-0.665310283501943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.27963256835938,150.9783477783203,3.14755916595459,0.0,0.042227137833833694,0.01337825320661068,154.18954467773438,0.12185462564229965,86.63790130615234,0.0,3.0082449913024902,19.6200008392334,0.23033855855464935,11.875019073486328,0.0,1.4847586154937744,147.62969970703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323775887489319,-0.8864285945892334,0.47870853543281555,-0.5381373167037964
11000,5964.402647018433,9000,0.5920093955258149,0.9708333333333333,0.16071428571428573,0.3069094413268026,0.0,0.12796208530805686,0.10849056603773585,0.0,0.0,0.012402447871863842,0.012402447871863842,0.052490234375,0.052490234375,-0.6611128052075704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.8214111328125,155.44642639160156,3.315964937210083,0.0,0.049810897558927536,0.012958797626197338,159.97903442382812,0.08312889188528061,72.93900299072266,0.0,3.0452048778533936,19.6200008392334,0.24488119781017303,12.620675086975098,0.0,1.5257023572921753,151.40802001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7718984484672546,-0.8807142972946167,0.5255587100982666,-0.5354726314544678
11200,6095.770628452301,9200,0.5821616831614131,0.9713114754098361,0.16714285714285715,0.30623577079743936,0.0,0.2463768115942029,0.1590909090909091,0.0,0.0,0.013080239295959473,0.013080239295959473,0.051106770833333336,0.051106770833333336,-0.6572865049044291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.39602661132812,151.2547607421875,3.2282874584198,0.0,0.046122096478939056,0.015312186442315578,150.3323211669922,0.08788669109344482,107.34027099609375,0.0,3.014740228652954,19.6200008392334,0.22784018516540527,11.022984504699707,0.0,1.427090048789978,148.29603576660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6397032737731934,-0.8939201831817627,0.5913016200065613,-0.5276919007301331
11400,6227.335560083389,9400,0.572636253486543,0.9717741935483871,0.17357142857142857,0.305627783144689,0.0,0.17073170731707318,0.16267942583732056,0.0,0.0,0.013103137724101543,0.013103137724101543,0.051188151041666664,0.051188151041666664,-0.6585388580958048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.3753204345703,155.2481689453125,3.4810352325439453,0.0,0.052222929894924164,0.01482800580561161,155.54249572753906,0.08190271258354187,267.3758239746094,0.0,3.038525104522705,19.6200008392334,0.2430420070886612,13.155003547668457,0.0,1.558437466621399,151.11878967285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769166886806488,-0.8804198503494263,0.4641282856464386,-0.5340786576271057
11600,6359.134274721146,9600,0.5634175393339267,0.9722222222222222,0.18000000000000002,0.30507907428808184,0.0,0.14018691588785046,0.13425925925925927,0.0,0.0,0.013402892276644707,0.013402892276644707,0.053629557291666664,0.053629557291666664,-0.6547139088312784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.4036865234375,155.34368896484375,3.418940782546997,0.0,0.05528179928660393,0.016294702887535095,155.5729217529297,0.10227587074041367,70.78605651855469,0.0,3.0562610626220703,19.6200008392334,0.24524740874767303,12.348250389099121,0.0,1.509417176246643,153.12220764160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7060672044754028,-0.8879657983779907,0.48573270440101624,-0.5420884490013123
11800,6490.857856750488,9800,0.5544909602970972,0.97265625,0.18642857142857144,0.30458386454499387,0.0,0.1509433962264151,0.1506849315068493,0.0,0.0,0.013322493061423302,0.013322493061423302,0.049723307291666664,0.049723307291666664,-0.6577378710110983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.73971557617188,153.9049530029297,3.0736782550811768,0.0,0.04887315258383751,0.01334484200924635,151.7952117919922,0.08346760272979736,83.04627227783203,0.0,3.0333688259124756,19.6200008392334,0.22224122285842896,10.592731475830078,0.0,1.3713899850845337,150.83340454101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5950632691383362,-0.8892667293548584,0.48847654461860657,-0.533933699131012
12000,6622.321319818497,10000,0.5458428457601502,0.9730769230769231,0.19285714285714284,0.30413693775185696,0.0,0.18226600985221675,0.1921182266009852,0.0,0.0,0.013596503995358944,0.013596503995358944,0.052327473958333336,0.052327473958333336,-0.6528204480806986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.43519592285156,155.5981903076172,3.033447742462158,0.0,0.051211997866630554,0.009105957113206387,161.5723876953125,0.08773215115070343,78.1808090209961,0.0,3.0479843616485596,19.6200008392334,0.23263347148895264,10.496140480041504,0.0,1.359480619430542,152.05844116210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5993247032165527,-0.8927748799324036,0.5066914558410645,-0.5416160821914673
12200,6766.3810567855835,10200,0.5374603650219267,0.9734848484848485,0.1992857142857143,0.3037335863210509,0.0,0.14285714285714285,0.12558139534883722,0.0,0.0,0.01344618946313858,0.01344618946313858,0.051513671875,0.051513671875,-0.6520465413729349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.40573120117188,154.0669708251953,3.638495683670044,0.0,0.06968258321285248,0.016970301046967506,160.54771423339844,0.08916591107845306,94.78441619873047,0.0,3.0363974571228027,19.6200008392334,0.2465657740831375,12.553397178649902,0.0,1.5301724672317505,150.83175659179688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7008904218673706,-0.8877170085906982,0.5654957294464111,-0.5201597213745117
12400,6899.016089439392,10400,0.5293314637632657,0.9738805970149254,0.2057142857142857,0.30336956165474843,0.0,0.1650485436893204,0.1324200913242009,0.0,0.0,0.013994753360748291,0.013994753360748291,0.054361979166666664,0.054361979166666664,-0.6495658755302429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.21426391601562,156.23410034179688,3.4471402168273926,0.0,0.054619960486888885,0.013201790861785412,164.4292755126953,0.09008912742137909,73.53626251220703,0.0,3.055591344833374,19.6200008392334,0.24787598848342896,12.230223655700684,0.0,1.5208717584609985,152.9044952392578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7149164080619812,-0.8942286968231201,0.6258078813552856,-0.525608241558075
