step,wallclock_s,schedule_step,lambda_disc_active,gamma_disc_active,target_rhs_active,sigma,sigma_pi,rho_unsafe_v,rho_unsafe_pi,collect_proj_mag,collect_infeasible,L_R,L_V_total,value_target_unsafe_frac,rho_unsafe_label,label_mean,tail_push_mean,tail_exceed_frac,loss_pi_b,recovery_residual_norm,L_feas_raw,L_feas_weighted,gate_active_frac,gate_n_constructed,gate_n_kept,gate_doomed_frac,lg_norm_gate_mean,lg_norm_gate_p50,injected_fraction_actual,injected_target_mean,injected_target_unsafe_frac,L_sobolev_raw,L_sobolev_weighted,sob_grad_label_v_frac,sob_grad_label_v_mean,sob_dhdv_pred_mean,sob_v_spline_mean,sob_gate_mean,sob_gate_frac_active,sob_gate_dhdv_pred,L_in_task,L_anorm,L_smooth,L_satex,L_pretanh,L_out,L_pi_total,grad_norm_VS,grad_norm_pi,grad_leak_VS_from_Lpi,abs_action_mean,abs_action_max,satfrac_a_phi,L_rate_raw,L_rate_weighted,mean_abs_du,L_u_raw,L_u_weighted,L_deficit,mean_deficit_active,deficit_active_frac,deficit_clip_frac,mean_abs_deficit_feature,L_friction,proj_mag_bptt,probe_h_min,probe_h_max,probe_h_mean
19000,11357.007873535156,17000,0.3530987047744142,0.9825,0.41785714285714287,1.434763722581891,0.0,0.05161290322580645,0.16355140186915887,0.0,0.0,0.01593804731965065,0.01593804731965065,0.053059895833333336,0.053059895833333336,-0.6378045082092285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.87744140625,158.22584533691406,3.520751953125,0.0,0.058988749980926514,0.01514789555221796,166.204345703125,0.08387117087841034,45.14934158325195,0.0,3.0720412731170654,19.6200008392334,0.2576334774494171,11.819756507873535,0.0,1.4224637746810913,154.99659729003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674062609672546,-0.8664636611938477,0.7837428450584412,-0.49289676547050476
19200,11491.810545921326,17200,0.34957194547919346,0.9826732673267327,0.42428571428571427,1.4898742596301566,0.0,0.04487179487179487,0.09259259259259259,0.0,0.0,0.016418270766735077,0.016418270766735077,0.048095703125,0.048095703125,-0.6423965493837992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.9329833984375,154.52525329589844,3.120389938354492,0.0,0.05421470105648041,0.012282466515898705,154.0291748046875,0.08995311707258224,59.99058532714844,0.0,3.056551218032837,19.6200008392334,0.25308433175086975,11.120089530944824,0.0,1.3476436138153076,151.9315185546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6419847011566162,-0.8654627799987793,0.7552422285079956,-0.5056248903274536
19400,11626.727310180664,17400,0.3461149419518513,0.9828431372549019,0.4307142857142857,1.5396115193162163,0.0,0.02564102564102564,0.14351851851851852,0.0,0.0,0.015491831116378307,0.015491831116378307,0.05224609375,0.05224609375,-0.6388832330703735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.31454467773438,155.49505615234375,3.142918586730957,0.0,0.048215869814157486,0.011736396700143814,147.455322265625,0.08556264638900757,75.70321655273438,0.0,3.059338092803955,19.6200008392334,0.2582031488418579,10.670845031738281,0.0,1.331419587135315,152.51747131347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618438184261322,-0.8704794645309448,0.7076178789138794,-0.48996955156326294
19600,11773.027514457703,17600,0.34272564485974477,0.9830097087378641,0.43714285714285717,1.5844993961828853,0.0,0.07692307692307693,0.13425925925925927,0.0,0.0,0.016455918550491333,0.016455918550491333,0.053548177083333336,0.053548177083333336,-0.6286850174268087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.74464416503906,156.5169219970703,3.2641403675079346,0.0,0.054727375507354736,0.013653289526700974,158.9557342529297,0.08526626229286194,73.93643951416016,0.0,3.063079833984375,19.6200008392334,0.25491538643836975,11.08340835571289,0.0,1.3648595809936523,153.30760192871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6273770928382874,-0.8568400740623474,0.7811962366104126,-0.4912746250629425
19800,11908.41637134552,17800,0.33940208436923175,0.9831730769230769,0.4435714285714286,1.625010705055054,0.0,0.057692307692307696,0.09523809523809523,0.0,0.0,0.01684461161494255,0.01684461161494255,0.054036458333333336,0.054036458333333336,-0.636987030506134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.46420288085938,157.35971069335938,3.2060296535491943,0.0,0.04818849638104439,0.011889735236763954,155.7045440673828,0.1066824421286583,79.59223937988281,0.0,3.0768933296203613,19.6200008392334,0.2705078125,11.385228157043457,0.0,1.3947185277938843,153.82257080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437642574310303,-0.87024986743927,0.6814926862716675,-0.5075931549072266
20000,12043.820630788803,18000,0.33614236632762573,0.9833333333333333,0.45,1.661572161312186,0.0,0.07051282051282051,0.13777777777777778,0.0,0.0,0.01657087355852127,0.01657087355852127,0.050048828125,0.050048828125,-0.6359240214029948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.2310333251953,155.4569854736328,3.169511556625366,0.0,0.05239313840866089,0.013668606989085674,149.37733459472656,0.0793982446193695,79.34027862548828,0.0,3.0714662075042725,19.6200008392334,0.2764485776424408,11.347339630126953,0.0,1.388983130455017,152.79476928710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6366976499557495,-0.8744399547576904,0.753725528717041,-0.5014052987098694
20200,12179.084036827087,18200,0.3329446686631256,0.9834905660377359,0.4564285714285714,1.694568875584248,0.0,0.038461538461538464,0.091324200913242,0.0,0.0,0.017085887491703033,0.017085887491703033,0.050944010416666664,0.050944010416666664,-0.6353229482968649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.62503051757812,155.15257263183594,3.186674118041992,0.0,0.053291093558073044,0.010824215598404408,148.7578582763672,0.09685753285884857,61.27720642089844,0.0,3.051473617553711,19.6200008392334,0.2500976622104645,10.987626075744629,0.0,1.3590232133865356,151.6331787109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6069453358650208,-0.8920621275901794,0.7799896001815796,-0.4931764006614685
20400,12314.5914041996,18400,0.32980723798830697,0.9836448598130841,0.4628571428571428,1.724348410214784,0.0,0.0641025641025641,0.12442396313364056,0.0,0.0,0.017751675099134445,0.017751675099134445,0.051920572916666664,0.051920572916666664,-0.6308289766311646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.41925048828125,152.46908569335938,3.0268189907073975,0.0,0.049181390553712845,0.012283598072826862,145.3982696533203,0.13417935371398926,80.78714752197266,0.0,3.037461519241333,19.6200008392334,0.25732421875,10.944000244140625,0.0,1.3426637649536133,149.36810302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186169981956482,-0.8662278056144714,0.8157999515533447,-0.49477654695510864
20600,12450.226487398148,18600,0.32672838639387,0.9837962962962963,0.4692857142857143,1.7512244402188424,0.0,0.04487179487179487,0.09545454545454546,0.0,0.0,0.016178477555513382,0.016178477555513382,0.051025390625,0.051025390625,-0.6354623238245646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.65664672851562,153.01185607910156,3.220996141433716,0.0,0.05000654235482216,0.011185538955032825,147.6826934814453,0.1363663673400879,53.039306640625,0.0,3.0294344425201416,19.6200008392334,0.23760581016540527,11.228166580200195,0.0,1.3681244850158691,149.4486083984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6418741345405579,-0.8549945950508118,0.7582050561904907,-0.501899242401123
20800,12585.639521598816,18800,0.3237064884203461,0.9839449541284404,0.47571428571428576,1.7754800572975051,0.0,0.07051282051282051,0.14218009478672985,0.0,0.0,0.016511769965291023,0.016511769965291023,0.051676432291666664,0.051676432291666664,-0.6284595926602682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.23776245117188,154.08599853515625,3.0635874271392822,0.0,0.04994818568229675,0.00940361525863409,153.3011932373047,0.09247207641601562,52.33464050292969,0.0,3.068295478820801,19.6200008392334,0.2539713680744171,9.647101402282715,0.0,1.2758392095565796,151.7447052001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5371231436729431,-0.8500092625617981,0.7373949289321899,-0.47961193323135376
21000,12720.669605255127,19000,0.3207399781963392,0.9840909090909091,0.48214285714285715,1.7973707517109985,0.0,0.03821656050955414,0.16908212560386474,0.0,0.0,0.01689908653497696,0.01689908653497696,0.048665364583333336,0.048665364583333336,-0.6298593282699585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.88478088378906,158.71527099609375,3.2363088130950928,0.0,0.061931513249874115,0.013243457302451134,160.21006774902344,0.09564733505249023,56.944061279296875,0.0,3.0830578804016113,19.6200008392334,0.26097819209098816,11.658787727355957,0.0,1.3969582319259644,154.73146057128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6555594205856323,-0.8645057678222656,0.7862470149993896,-0.4831778407096863
21200,12867.831056118011,19200,0.31782734673269103,0.9842342342342343,0.48857142857142855,1.8171271034191763,0.0,0.07096774193548387,0.14883720930232558,0.0,0.0,0.016527943313121796,0.016527943313121796,0.051676432291666664,0.051676432291666664,-0.6245437860488892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.33306884765625,156.95339965820312,2.910947561264038,0.0,0.05286550894379616,0.011203344911336899,160.52806091308594,0.0942826196551323,81.79431915283203,0.0,3.0839881896972656,19.6200008392334,0.2679850459098816,10.540213584899902,0.0,1.289309024810791,154.14923095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589623212814331,-0.8654595613479614,0.8212975263595581,-0.48298192024230957
21400,13003.763342142105,19400,0.3149671393627833,0.984375,0.49500000000000005,1.8349572108358065,0.0,0.09032258064516129,0.15566037735849056,0.0,0.0,0.01668611355125904,0.01668611355125904,0.050618489583333336,0.050618489583333336,-0.6255945364634196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3575897216797,159.75440979003906,3.0512914657592773,0.0,0.04963866248726845,0.010410327464342117,163.7032012939453,0.08852361887693405,63.746910095214844,0.0,3.092123508453369,19.6200008392334,0.2635742425918579,11.23249340057373,0.0,1.343995451927185,155.65528869628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6550257205963135,-0.8480987548828125,0.8256279230117798,-0.4740425646305084
21600,13139.60054731369,19600,0.3121579533198188,0.9845132743362832,0.5014285714285714,1.8510488827793152,0.0,0.04516129032258064,0.0963302752293578,0.0,0.0,0.016410283744335175,0.016410283744335175,0.045572916666666664,0.045572916666666664,-0.6319578687349955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.7337646484375,158.6436309814453,2.6785619258880615,0.0,0.052434440702199936,0.010697636753320694,159.9894256591797,0.10962975025177002,53.067100524902344,0.0,3.0895094871520996,19.6200008392334,0.23231609165668488,9.433937072753906,0.0,1.2030932903289795,156.29547119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5330308675765991,-0.8604099154472351,0.8107641339302063,-0.5065308809280396
21800,13275.92093873024,19800,0.30939843544263557,0.9846491228070176,0.5078571428571429,1.865571616708332,0.0,0.05806451612903226,0.136986301369863,0.0,0.0,0.01716107502579689,0.01716107502579689,0.048014322916666664,0.048014322916666664,-0.6326101422309875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.38681030273438,157.8522186279297,2.7318708896636963,0.0,0.054264385253190994,0.012609830126166344,164.61065673828125,0.1021805852651596,40.11711502075195,0.0,3.0990967750549316,19.6200008392334,0.2571858763694763,9.94683837890625,0.0,1.2674638032913208,155.1271209716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5821214914321899,-0.8596333265304565,0.8460675477981567,-0.4971500039100647
22000,13412.091583967209,20000,0.30668728000213374,0.9847826086956522,0.5142857142857142,1.8786783840792698,0.0,0.07741935483870968,0.1380952380952381,0.0,0.0,0.017264824360609055,0.017264824360609055,0.050537109375,0.050537109375,-0.6241152485211691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.87783813476562,153.6834716796875,2.962719202041626,0.0,0.05345577001571655,0.014566933736205101,151.9160919189453,0.08652849495410919,80.88667297363281,0.0,3.0488874912261963,19.6200008392334,0.2473958432674408,10.581783294677734,0.0,1.3168025016784668,150.63369750976562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019399762153625,-0.8499382734298706,0.8409966230392456,-0.48185861110687256
22200,13548.126762628555,20200,0.30402322664101106,0.9849137931034483,0.5207142857142858,1.890507241631541,0.0,0.07741935483870968,0.1320754716981132,0.0,0.0,0.017610585317015648,0.017610585317015648,0.051025390625,0.051025390625,-0.6224850614865621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6982879638672,155.32305908203125,2.9137167930603027,0.0,0.04973536729812622,0.010327741503715515,161.8086395263672,0.09297002851963043,59.77328109741211,0.0,3.0679221153259277,19.6200008392334,0.23674318194389343,10.098572731018066,0.0,1.2872235774993896,152.86761474609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5633872151374817,-0.832958459854126,0.7225876450538635,-0.47950825095176697
22400,13684.058579444885,20400,0.3014050584199633,0.9850427350427351,0.5271428571428571,1.9011827855724657,0.0,0.06451612903225806,0.1506849315068493,0.0,0.0,0.017382366582751274,0.017382366582751274,0.048990885416666664,0.048990885416666664,-0.6276048024495443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.59100341796875,154.45388793945312,2.947340965270996,0.0,0.0492481030523777,0.013027867302298546,157.66159057617188,0.08431375026702881,74.19636535644531,0.0,3.0563549995422363,19.6200008392334,0.25453290343284607,10.649120330810547,0.0,1.3114380836486816,151.02349853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6238677501678467,-0.8494727611541748,0.7185882329940796,-0.48773193359375
22600,13831.306918144226,20600,0.2988315999639805,0.9851694915254238,0.5335714285714286,1.9108174639791504,0.0,0.07792207792207792,0.11627906976744186,0.0,0.0,0.01752626523375511,0.01752626523375511,0.052001953125,0.052001953125,-0.6173144578933716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.67471313476562,154.8729248046875,3.081814765930176,0.0,0.0483127236366272,0.011719845235347748,151.7783660888672,0.08181660622358322,204.6428680419922,0.0,3.0700836181640625,19.6200008392334,0.24905599653720856,10.752510070800781,0.0,1.3310970067977905,152.21665954589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607153058052063,-0.8631846308708191,0.8188679814338684,-0.4890879690647125
22800,13967.755310297012,20800,0.2963017157028117,0.9852941176470589,0.54,1.9195127612411833,0.0,0.06451612903225806,0.16744186046511628,0.0,0.0,0.01669122837483883,0.01669122837483883,0.047037760416666664,0.047037760416666664,-0.6240211725234985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.54083251953125,156.1215362548828,2.943713426589966,0.0,0.04576730355620384,0.010569306090474129,158.69021606445312,0.07220697402954102,48.007015228271484,0.0,3.084066390991211,19.6200008392334,0.2539469599723816,10.159453392028809,0.0,1.2969428300857544,153.18878173828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643327832221985,-0.8506507873535156,0.9083541631698608,-0.4798189401626587
23000,14103.85236787796,21000,0.29381430820007187,0.9854166666666667,0.5464285714285714,1.8466102670201676,0.0,0.05161290322580645,0.18518518518518517,0.0,0.0,0.01780603639781475,0.01780603639781475,0.049072265625,0.049072265625,-0.623998204867045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.5294189453125,156.0629119873047,3.3038430213928223,0.0,0.05880039557814598,0.013842063024640083,155.7259063720703,0.10270087420940399,67.08440399169922,0.0,3.0740244388580322,19.6200008392334,0.27462565898895264,11.840407371520996,0.0,1.408401370048523,152.5367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6631819605827332,-0.8276402950286865,0.8938534259796143,-0.4681297540664673
23200,14239.83907175064,21200,0.29136831656580997,0.9855371900826446,0.5528571428571429,1.8615657659857014,0.0,0.06451612903225806,0.15609756097560976,0.0,0.0,0.01775696501135826,0.01775696501135826,0.050455729166666664,0.050455729166666664,-0.6159255107243856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2613067626953,157.5841522216797,3.3399441242218018,0.0,0.06418724358081818,0.014236485585570335,161.54298400878906,0.07741576433181763,55.22584915161133,0.0,3.0887863636016846,19.6200008392334,0.27503257989883423,12.745723724365234,0.0,1.4769315719604492,154.37448120117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7269303798675537,-0.8535962104797363,0.8108036518096924,-0.478419691324234
23400,14376.434632778168,21400,0.2889627149477208,0.985655737704918,0.5592857142857143,1.8750631038020955,0.0,0.07692307692307693,0.18627450980392157,0.0,0.0,0.01784932240843773,0.01784932240843773,0.048095703125,0.048095703125,-0.615754504998525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.33416748046875,158.06007385253906,3.254187822341919,0.0,0.057325754314661026,0.01582501083612442,162.62466430664062,0.09031166136264801,106.94820404052734,0.0,3.089813470840454,19.6200008392334,0.2621093988418579,12.487985610961914,0.0,1.4528640508651733,155.58399963378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145273089408875,-0.8545548319816589,0.9256206154823303,-0.47175469994544983
23600,14512.376870632172,21600,0.28659651109649936,0.9857723577235772,0.5657142857142857,1.887244451181391,0.0,0.08333333333333333,0.10138248847926268,0.0,0.0,0.01722807064652443,0.01722807064652443,0.047037760416666664,0.047037760416666664,-0.6197261611620585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.16152954101562,157.3277130126953,3.119744062423706,0.0,0.058684270828962326,0.014004935510456562,159.40277099609375,0.0951572060585022,57.21747970581055,0.0,3.0993776321411133,19.6200008392334,0.2798258662223816,11.958568572998047,0.0,1.4162514209747314,155.1168975830078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661313533782959,-0.8433564901351929,0.9333127737045288,-0.4757254123687744
23800,14648.293316841125,21800,0.28426874500111,0.9858870967741935,0.5721428571428572,1.8982381171912055,0.0,0.04516129032258064,0.13100436681222707,0.0,0.0,0.018026893958449364,0.018026893958449364,0.04931640625,0.04931640625,-0.6110227108001709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.96873474121094,156.24932861328125,2.885572910308838,0.0,0.054983701556921005,0.014064688235521317,153.12896728515625,0.12448380887508392,78.6208724975586,0.0,3.079035997390747,19.6200008392334,0.26612144708633423,11.068678855895996,0.0,1.334985613822937,153.36720275878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6124032139778137,-0.8429145812988281,0.9129052758216858,-0.4713744521141052
24000,14784.055064678192,22000,0.2819784875900329,0.986,0.5785714285714286,1.908159900765063,0.0,0.05806451612903226,0.14864864864864866,0.0,0.0,0.018090208992362022,0.018090208992362022,0.049072265625,0.049072265625,-0.6136942108472189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.12686157226562,156.72462463378906,2.8424599170684814,0.0,0.058200132101774216,0.013903163373470306,153.3096923828125,0.1026981994509697,38.564090728759766,0.0,3.0907411575317383,19.6200008392334,0.2815511226654053,10.628939628601074,0.0,1.303470492362976,153.98858642578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005460023880005,-0.8580057621002197,0.9303044676780701,-0.4795674681663513
24200,14932.154127836227,22200,0.27972483949479676,0.9861111111111112,0.5850000000000001,1.9171143104404693,0.0,0.07051282051282051,0.14150943396226415,0.0,0.0,0.017996950075030327,0.017996950075030327,0.047932942708333336,0.047932942708333336,-0.6134389638900757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.14410400390625,155.62149047851562,2.5424654483795166,0.0,0.052088722586631775,0.012397874146699905,151.2352294921875,0.10135646909475327,107.772216796875,0.0,3.0849270820617676,19.6200008392334,0.2691080868244171,9.62567138671875,0.0,1.2180012464523315,153.12234497070312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286051630973816,-0.873291015625,0.8580163717269897,-0.5031250715255737
24400,15068.949260950089,22400,0.2775069298723413,0.9862204724409449,0.5914285714285714,1.9251956651725235,0.0,0.07692307692307693,0.15,0.0,0.0,0.018210165202617645,0.018210165202617645,0.046468098958333336,0.046468098958333336,-0.6142160693804423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.543701171875,154.49932861328125,2.622807025909424,0.0,0.049663957208395004,0.011948535218834877,148.58419799804688,0.09005789458751678,105.31763458251953,0.0,3.0534327030181885,19.6200008392334,0.23725587129592896,9.629329681396484,0.0,1.2280189990997314,151.44692993164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5722313523292542,-0.8253782987594604,0.9195631742477417,-0.47621989250183105
24600,15205.452643156052,22600,0.27532391528295913,0.986328125,0.5978571428571429,1.9324890878182024,0.0,0.0641025641025641,0.1596244131455399,0.0,0.0,0.017622757703065872,0.017622757703065872,0.048502604166666664,0.048502604166666664,-0.6122788389523824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.33197021484375,158.44729614257812,2.7632522583007812,0.0,0.05619135871529579,0.012112194672226906,172.59048461914062,0.08785086870193481,44.55195236206055,0.0,3.1123969554901123,19.6200008392334,0.27265626192092896,10.228372573852539,0.0,1.2764818668365479,156.17884826660156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5860865712165833,-0.8735537528991699,0.8204352855682373,-0.49463117122650146
24800,15341.882250547409,22800,0.2731749786208003,0.9864341085271318,0.6042857142857142,1.9390714017559276,0.0,0.057692307692307696,0.10434782608695652,0.0,0.0,0.018069807440042496,0.018069807440042496,0.047119140625,0.047119140625,-0.6069949666659037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.27842712402344,159.0764923095703,2.8387932777404785,0.0,0.0615045428276062,0.015501878224313259,165.58229064941406,0.1250084638595581,45.97285079956055,0.0,3.0967671871185303,19.6200008392334,0.2578938901424408,11.427563667297363,0.0,1.3265023231506348,156.11129760742188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6512064933776855,-0.8856531381607056,0.8829357624053955,-0.48354393243789673
25000,15478.462016105652,23000,0.27105932809406913,0.9865384615384616,0.6107142857142858,1.9450119400847248,0.0,0.05161290322580645,0.14354066985645933,0.0,0.0,0.018596719950437546,0.018596719950437546,0.04833984375,0.04833984375,-0.614125927289327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.89186096191406,159.42913818359375,2.912490129470825,0.0,0.061605822294950485,0.015082024037837982,168.22068786621094,0.08451404422521591,62.4203987121582,0.0,3.128624439239502,19.6200008392334,0.3115478754043579,11.471892356872559,0.0,1.3525404930114746,157.07859802246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6420825719833374,-0.8816347718238831,0.9327751994132996,-0.47375303506851196
25200,15614.9164686203,23200,0.26897619625226166,0.9866412213740458,0.6171428571428572,1.950373275926464,0.0,0.09090909090909091,0.11926605504587157,0.0,0.0,0.017599640414118767,0.017599640414118767,0.047281901041666664,0.047281901041666664,-0.6108630696932474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.174072265625,156.0558319091797,2.7512567043304443,0.0,0.05135943368077278,0.010713024064898491,157.30657958984375,0.09753954410552979,72.27032470703125,0.0,3.1050102710723877,19.6200008392334,0.3732096552848816,10.369757652282715,0.0,1.283018708229065,152.46170043945312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5828145742416382,-0.8916688561439514,0.7365117073059082,-0.4939180016517639
